textbox3,textbox16,textbox105,textbox18,textbox103,textbox9,textbox101,textbox11,textbox99,textbox14,textbox15,textbox55,textbox22,textbox156
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,All,All,All,All,All,All,Completed

OperationType_1,textbox4,textbox72,AnimalNumber,AnimalName,Species,textbox30,textbox36,Gender,textbox46,textbox41,textbox44,OperationType,PetID,ARN,textbox50,textbox51,textbox52,textbox53,Altered,Size,SpayedNeutered,By,OperationSubType,DOA,ScheduleStatus,Textbox24,Textbox49,Assigned_To,Textbox61,textbox542
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059187085,Creme,Dog,Cane Corso/Mix,1y 0d,F,Tan,N,8/18/2025 9:48 AM,Seized / Custody,,,,Large,Receiving/Receiving,No,No,,N,NICOLEA,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059208214,,Dog,"Terrier, American Pit Bull/Mix",4y 0d,F,Black/White,N,8/20/2025 5:08 PM,Seized / Custody,,,,Large,Receiving/Receiving,No,No,,N,EvanH,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059208222,,Dog,"Terrier, American Pit Bull/Mix",11m 30d,M,Tan/White,N,8/20/2025 5:08 PM,Seized / Custody,,,,Large,Receiving/Receiving,No,No,,N,EvanH,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059220687,,Reptile/Amphibian,"Boa Constrictor, Red-tailed/",,U,Brown/Rust,N,8/22/2025 1:48 PM,Seized / Custody,,,,Medium,Receiving/Receiving,No,No,,N,LINDSEYS,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059226469,Blu,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",7m 0d,M,Blue/White,N,8/23/2025 2:01 PM,Seized / Custody,,,,Large,Receiving/Receiving,Yes,No,,Y,MEGHANG,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059232782,TOUCHDOWN,Cat,Domestic Shorthair/,6y 0d,M,Brown,Y,8/25/2025 11:22 AM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICKD,General,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236519,Bo Peep,Cat,Domestic Shorthair/,4y 0d,F,Orange/Black,Y,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236527,Buzz Lightyear,Cat,Domestic Shorthair/,4y 0d,M,Black,Y,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236544,Pinecone,Cat,Domestic Shorthair/Mix,3m 0d,M,Brown,Y,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236564,BARBIE,Cat,Domestic Shorthair/,1y 6m 0d,F,Brown,N,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236569,Almond,Cat,Domestic Shorthair/Siamese,3m 0d,F,Cream/Chocolate,Y,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236576,,Cat,Domestic Shorthair/,14d,U,Black,N,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236580,,Cat,Domestic Longhair/,14d,M,Brown,N,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059236583,,Cat,Domestic Longhair/,14d,F,Brown,N,8/25/2025 3:47 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,EvanH,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059239804,,Reptile/Amphibian,"Python, Ball/",,U,White,U,8/26/2025 10:48 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,U,EvanH,Eviction,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059239809,,Reptile/Amphibian,"Python, Ball/",,U,Brown/Yellow,U,8/26/2025 10:48 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,U,EvanH,Eviction,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256194,FELIX,Cat,Domestic Shorthair/,1y 0d,M,Black/White,N,8/28/2025 12:01 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256204,POST MALONE,Cat,Domestic Shorthair/,3m 0d,M,Brown/White,N,8/28/2025 1:43 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256230,ALICIA KEYS,Cat,Domestic Shorthair/,3m 0d,F,Black,N,8/28/2025 12:01 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256247,JOHN LENNON,Cat,Domestic Shorthair/,3m 0d,M,Black,N,8/28/2025 12:01 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256254,TAYLOR SWIFT,Cat,Domestic Shorthair/,6m 0d,F,Brown/White,N,8/28/2025 12:01 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059256264,BEYONCE,Cat,Domestic Shorthair/,6m 0d,F,Brown/White,N,8/28/2025 12:01 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059257872,Bud,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",11y 0d,M,White/Black,N,8/25/2025 3:47 PM,Seized / Custody,,A0059236504,,Large,Dog Holding E/10,No,No,,N,admin,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059259530,VIOLET,Cat,Domestic Shorthair/,2y 0d,F,Orange/Brown,N,8/28/2025 3:37 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059264705,Georgia,Reptile/Amphibian,"Gecko, Crested/",,F,Yellow,N,8/29/2025 1:17 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059264705,Georgia,Reptile/Amphibian,"Gecko, Crested/",,F,Yellow,N,8/29/2025 2:44 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059271225,,Dog,"Terrier, American Pit Bull/Mix",1y 11m 29d,F,Red,U,8/30/2025 2:36 PM,Seized / Custody,,,,Medium,Receiving/Receiving,Yes,No,,Y,EvanH,Abandoned,False,,,,,,580
Service In,Total Intakes: 3,Total Unique Animals: 3,A0059031567,,Rodent,HAMSTER/HAMSTER,,U,Tan,N,8/2/2025 10:05 AM,Service In,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Service In,Total Intakes: 3,Total Unique Animals: 3,A0059031568,,Rodent,HAMSTER/HAMSTER,,U,Tan,N,8/2/2025 10:05 AM,Service In,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Service In,Total Intakes: 3,Total Unique Animals: 3,A0059031570,,Rodent,HAMSTER/HAMSTER,,U,Tan,N,8/2/2025 10:05 AM,Service In,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0058949368,Petal,Cat,Domestic Shorthair/Mix,1y 0d,F,Black/Orange,N,8/21/2025 3:47 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0058949381,,Cat,Domestic Shorthair/Mix,1m 1d,M,Black/White,N,8/21/2025 3:47 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0058949383,,Cat,Domestic Shorthair/Mix,1m 1d,F,White/Brown,N,8/21/2025 3:47 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0058949385,,Cat,Domestic Shorthair/Mix,1m 1d,F,Grey/White,N,8/21/2025 3:47 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059017419,Baby Boo,Cat,Domestic Shorthair/,5y 1d,F,Orange/Black,Y,8/1/2025 1:58 PM,Stray,,,,Small,/,Yes,No,,Y,KEARAC,OTC,False,Completed,8/1/2025 12:58 PM,8/1/2025 1:58 PM,Keara Cook,1 hour ,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059024547,Winnie,Cat,Domestic Medium Hair/Mix,1m 12d,M,Brown,N,8/1/2025 9:23 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059024937,,Cat,Domestic Longhair/Mix,28d,F,Black/White,N,8/1/2025 10:23 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059026617,,Cat,Domestic Shorthair/Mix,21d,M,Black,N,8/1/2025 12:55 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059029705,RILEY,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 0d,F,Sable,N,8/1/2025 4:46 PM,Stray,,RICE CAKE,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059031437,WEDNESDAY,Cat,Domestic Shorthair/Mix,10y 0d,F,Brown,U,8/2/2025 9:11 AM,Stray,,WEDNESDAY,,Small,Receiving/Receiving,No,No,,U,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059032220,Frenchie,Cat,Domestic Shorthair/Mix,6d,F,Black/Orange,N,8/2/2025 12:00 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059032242,Sandy,Cat,Domestic Shorthair/Mix,6d,F,Tan,N,8/2/2025 12:00 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059032246,Danny,Cat,Domestic Shorthair/Mix,6d,M,Black,N,8/2/2025 12:00 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059033710,ANGELFISH,Cat,Domestic Shorthair/Mix,1m 5d,F,Black/Silver,N,8/2/2025 3:02 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059033751,KIERNAN,Cat,Domestic Shorthair/,1m 19d,M,Grey,N,8/2/2025 3:08 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059033979,,Cat,Domestic Shorthair/Mix,2y 0d,F,White/Black,N,8/2/2025 3:38 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059038318,Ollie,Cat,Domestic Shorthair/Mix,2m 0d,M,Orange/White,N,8/4/2025 8:34 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059038323,Luna,Cat,Domestic Shorthair/Mix,2m 0d,F,Grey,N,8/4/2025 8:34 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059038375,GOLDILOCKS,Cat,Domestic Shorthair/,5y 0d,F,"Orange/White/
Black",N,8/4/2025 8:48 AM,Stray,,GOLDILOCKS,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059040144,,Cat,Domestic Shorthair/Mix,9y 0d,F,Brown,N,8/4/2025 12:09 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059041027,,Cat,Domestic Shorthair/Mix,21d,F,Black,N,8/4/2025 1:21 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059041034,,Cat,Domestic Longhair/Mix,21d,F,Black,N,8/4/2025 1:21 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059041041,,Cat,Domestic Shorthair/Mix,21d,M,Black,N,8/4/2025 1:21 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059041047,,Cat,Domestic Shorthair/Mix,21d,M,Black,N,8/4/2025 1:21 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059041268,Daryll,Cat,Domestic Shorthair/Mix,2m 0d,M,White/Black,N,8/4/2025 1:44 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059042285,Goober,Cat,Domestic Shorthair/,1m 0d,M,Brown,N,8/4/2025 2:56 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059042651,DARREN,Cat,Domestic Shorthair/,3m 0d,M,Blue,N,8/4/2025 3:25 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059042657,AMANA,Cat,Domestic Shorthair/,3m 0d,F,Black/White,N,8/4/2025 3:25 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059042672,Pretzel,Cat,Domestic Longhair/Mix,2m 0d,F,White/Brown,N,8/7/2025 8:38 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,EvanH,Field,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059046340,COSMO,Cat,Domestic Shorthair/Mix,1m 19d,M,Grey,N,8/5/2025 2:00 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,Completed,8/5/2025 1:00 PM,8/5/2025 2:00 PM,SHANNON VOGT,1 hour ,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059046741,SHERBERT,Cat,Domestic Shorthair/,10m 0d,M,Orange/White,N,8/5/2025 11:10 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Field,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059046991,,Cat,Domestic Shorthair/Mix,,F,Black/White,N,8/5/2025 11:24 AM,Stray,,,,Small,Cooler/Cooler,No,No,,N,SHANNONV,DOA,True,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048669,BRISTOL,Cat,Domestic Shorthair/,4y 0d,F,White/Orange,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048785,,Cat,Domestic Shorthair/Mix,7d,F,Orange/Grey,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048793,,Cat,Domestic Shorthair/Mix,7d,M,Orange,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048808,,Cat,Domestic Shorthair/Mix,7d,F,Brown,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048810,,Cat,Domestic Shorthair/Mix,7d,M,Brown/White,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048816,,Cat,Domestic Shorthair/Mix,7d,F,Brown,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059048819,,Cat,Domestic Shorthair/Mix,7d,F,Grey,N,8/5/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059054126,LOTUS FLOWER,Cat,Domestic Shorthair/,1y 0d,F,Lynx,N,8/8/2025 11:07 AM,Stray,,LOTUS FLOWER,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,OTC,False,Completed,8/8/2025 10:07 AM,8/8/2025 11:07 AM,Keara Cook,1 hour ,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059063708,VALENTINA,Cat,Domestic Longhair/,1y 6m 0d,F,Orange/White,N,8/7/2025 11:48 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059065918,,Cat,Domestic Shorthair/Mix,1m 0d,F,Orange/White,N,8/7/2025 2:23 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059067638,MARVIN,Cat,Domestic Shorthair/,1y 6m 0d,M,Orange,N,8/7/2025 4:22 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Field,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059069812,Harper,Cat,Domestic Shorthair/Mix,4m 0d,F,Brown,N,8/8/2025 8:07 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059069860,LACEY,Cat,Domestic Shorthair/,28d,F,Black,N,8/8/2025 8:29 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059071090,,Cat,Domestic Shorthair/,13y 0d,M,Black/White,Y,8/8/2025 11:16 AM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059072302,,Cat,Domestic Longhair/,28d,F,Black/White,N,8/8/2025 2:46 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,No Hold,False,Completed,8/8/2025 1:46 PM,8/8/2025 2:46 PM,SHANNON VOGT,1 hour ,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059072635,,Reptile/Amphibian,"Turtle, Red Eared Slider/Turtle, Red Eared Slider",,F,Green,N,8/8/2025 1:24 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059073515,STORMI,Cat,Domestic Shorthair/,4y 0d,M,Blue/White,N,8/8/2025 2:27 PM,Stray,,NORBERT,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059073801,,Cat,Domestic Shorthair/Mix,1y 0d,F,Black/Orange,N,8/8/2025 2:52 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059074072,FUNNEL CAKE,Cat,Domestic Shorthair/,2y 0d,F,Blue,N,8/8/2025 3:12 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059074079,Moonlight,Cat,Domestic Shorthair/Mix,17d,M,Grey,N,8/8/2025 3:12 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059074091,Sunshine,Cat,Domestic Shorthair/Mix,17d,M,Brown/White,N,8/8/2025 3:12 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059074462,Felix,Cat,Domestic Shorthair/,1y 0d,M,Grey/White,N,8/8/2025 3:40 PM,Stray,,Yuji,,Medium,Receiving/Receiving,Yes,No,,Y,TAMMIC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059077063,JINGLES,Cat,Domestic Shorthair/,10y 0d,F,"Black/Orange/
White",Y,8/9/2025 10:14 AM,Stray,,JINGLES,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059077204,,Cat,Domestic Shorthair/Mix,,U,Black,N,8/9/2025 10:43 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059077205,,Cat,Domestic Shorthair/Mix,,U,Black,N,8/9/2025 10:43 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059077206,,Cat,Domestic Shorthair/Mix,,U,Black,N,8/9/2025 10:43 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Born in Care,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078408,SONNET,Cat,Domestic Shorthair/,1y 6m 0d,F,Black/Orange,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078427,,Cat,Domestic Shorthair/,10d,M,Orange,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078430,,Cat,Domestic Shorthair/,10d,M,Orange,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078447,,Cat,Domestic Shorthair/,10d,F,Black/Orange,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078458,,Cat,Domestic Shorthair/,10d,F,Blue/Orange,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078469,,Cat,Domestic Shorthair/,10d,M,Black,N,8/9/2025 1:34 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059078813,,Cat,Domestic Shorthair/Mix,,U,Black,N,8/9/2025 8:15 AM,Stray,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059079050,HERB,Cat,Domestic Shorthair/,4y 0d,M,Orange,N,8/9/2025 2:44 PM,Stray,,HERB,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059079066,Harvey,Cat,Domestic Shorthair/Mix,4m 15d,M,Black,N,8/9/2025 2:44 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059085383,Cadi,Cat,Domestic Shorthair/Mix,1m 4d,F,Black/White,N,8/11/2025 12:06 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059086071,,Cat,Domestic Shorthair/,15y 0d,M,White/Brown,Y,8/11/2025 12:58 PM,Stray,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,OTC,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059087158,,Cat,Domestic Shorthair/Mix,28d,F,Brown,N,8/11/2025 2:27 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059087167,,Cat,Domestic Shorthair/Mix,28d,M,Brown,N,8/11/2025 2:27 PM,Stray,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,No Hold,False,,,,,,580
Stray,Total Intakes: 199,Total Unique Animals: 199,A0059093094,CAPPUCCINO,Cat,Domestic Shorthair/,1m 4d,M,Brown,N,8/12/2025 1:56 PM,Stray,,CHARLIE,,Small,/,No,No,,N,KEARAC,No Hold,False,Completed,8/12/2025 12:56 PM,8/12/2025 1:56 PM,TAMMI COGSWELL,1 hour ,580
